"CALL_ID","C_DAY","C_MONTH","C_YEAR","C_HOUR","C_MINUTE","SERVICE_NUMBER#","QUEUE","ADMIN_STATUS","OPERATION_STATUS","ACCOUNT_ID#","Language_chosen","CALLTYPE"
445343423,"19",August,"2021","10","45",223712201,XDSL,enabled,down,112542230001781739,Arabic,Sales
459455928,"04",October,"2021","22","12",572120151,Other,enabled,up,104322230000717799,Arabic,Technical
404322803,"15",January,"2021","10","46",223805077,Other,,,120430000043932176,Arabic,Technical
430761616,"01",July,"2021","16","42",242356582,Other,,,113602230006444100,Arabic,Technical
388254369,"14",March,"2021","21","52",572120151,Other,,,104322230000717799,Arabic,Technical
431062827,"02",July,"2021","16","13",226551237,FTTH,,,101740000031916505,Arabic,Technical
415116030,"17",February,"2021","22","28",238760675,Other,enabled,up,112982230006492507,Arabic,Technical
392479026,"27",March,"2021","02","21",34842604,Other,,,112312230004770558,Arabic,Technical
404421602,"15",January,"2021","16","00",553414616,Other,enabled,up,107780000117406484,Arabic,Technical
469539305,"07",November,"2021","19","34",35442621,XDSL,,,108730000020084772,Arabic,Technical
461545831,"12",October,"2021","13","31",34713603,Other,enabled,up,111772230000086894,Arabic,Technical
390273878,"21",March,"2021","14","24",504214813,Other,,,112002230005016708,Arabic,Technical
218395074,"19","11","2023","20","12",402526964,Other,,,111610000090857609,Arabic,
406853668,"22",January,"2021","22","28",226883917,Other,enabled,up,115092230006449249,Arabic,Technical
410356043,"13",May,"2021","16","51",503388035,Other,,,108570000106409076,Arabic,Technical
406831991,"22",January,"2021","21","12",224544734,Other,enabled,up,112512230003493798,Arabic,Technical
412860386,"11",February,"2021","18","18",233353142,Other,enabled,down,114362230005215634,Arabic,Technical
464738475,"23",October,"2021","12","19",552275467,Other,enabled,up,113112230003131125,Arabic,Technical
431480417,"03",July,"2021","21","57",224323610,Other,,,112312230005876331,Arabic,Technical
462559559,"15",October,"2021","21","31",228575302,Other,enabled,down,102480000025107892,Arabic,Technical
489940543,"12",January,"2022","18","04",223150678,XDSL,enabled,up,124640000103428497,Arabic,Technical
387354347,"11",March,"2021","20","32",222525370,XDSL,,,109490000016852829,Arabic,Technical
549004374,"30",June,"2022","12","28",33720710,Other,enabled,up,111062230005636957,Arabic,Technical
26057742,"04","10","2022","20","54",481980189,Other,,,111240000035671233,Arabic,
462683173,"16",October,"2021","12","15",221726042,Other,,,136020000100795617,Other,Technical
446576704,"23",August,"2021","20","17",238046100,Other,,,114592230002565508,Arabic,Technical
495985138,"31",January,"2022","16","15",32914291,Other,,,120520000111020451,Other,Technical
411686287,"18",May,"2021","12","50",220693541,Other,,,132760000112451960,Arabic,Technical
432223638,"05",July,"2021","23","46",227411588,XDSL,enabled,up,111530000042045012,Arabic,Sales
405559657,"28",April,"2021","16","34",552452712,Other,,,111400000046085726,Other,Technical
258427281,"22","02","2024","20","33",841942606,Other,,,110810000015350257,Arabic,
508995659,"11",March,"2022","17","58",482192017,Other,enabled,down,102920000113262042,Arabic,Technical
418109425,"08",June,"2021","15","52",973420392,Other,,,102040000020624798,Arabic,Technical
425867512,"19",June,"2021","22","46",34220373,XDSL,,,106410000043914610,Arabic,Technical
473003535,"19",November,"2021","16","06",554275138,Other,enabled,up,114290000050625989,Arabic,Technical
425783883,"19",June,"2021","21","12",221893685,XDSL,,,104180000029169203,Arabic,Technical
415138071,"17",February,"2021","23","05",403650147,Other,enabled,up,114200000050097792,Arabic,Technical
448390099,"30",August,"2021","15","14",224837643,Other,enabled,up,114692230000673467,Arabic,Technical
385685265,"06",March,"2021","20","47",242206005,XDSL,,,109220000029300773,Arabic,Technical
461607501,"12",October,"2021","17","12",481984382,XDSL,enabled,up,104490000021491489,Arabic,Technical
415031589,"17",February,"2021","20","16",228836353,Other,enabled,up,100570000095535632,Arabic,Technical
496758141,"02",February,"2022","19","53",224073229,Other,enabled,up,112842230000269673,Arabic,Technical
474627848,"24",November,"2021","21","42",233353142,Other,enabled,down,114362230005215634,Arabic,Technical
531703566,"16",May,"2022","16","51",502800378,Other,enabled,up,113850000106768046,Arabic,Technical
484954038,"27",December,"2021","22","14",226120928,Other,enabled,up,103440000030360493,Arabic,Technical
413325168,"13",February,"2021","12","22",226901267,XDSL,enabled,down,102620000023009983,Arabic,Technical
416113745,"20",February,"2021","21","00",483450036,Other,enabled,up,111592230002008597,Arabic,Technical
539226972,"06",June,"2022","12","39",502714507,Other,disabled,down,110050000047075786,Arabic,Technical
517719573,"03",April,"2022","02","42",133144700,Other,enabled,up,114392230007609350,Arabic,Technical
395132464,"04","07","2024","02","45",404361386,Other,,,111032230007618511,Other,
402638463,"19",April,"2021","13","41",554412149,XDSL,,,119170000044740308,Arabic,Technical
389988621,"20",March,"2021","16","22",452061153,Other,,,116112230005594475,Arabic,Technical
545504117,"23",June,"2022","00","02",244690137,Other,enabled,up,109360000015010487,Arabic,Technical
484756669,"27",December,"2021","15","12",223528920,Other,enabled,down,116020000070696169,Arabic,Technical
411812454,"18",May,"2021","19","44",504878253,Other,,,112120000028740974,Arabic,Technical
499749557,"11",February,"2022","13","23",227125478,XDSL,enabled,up,105112230005693282,Arabic,Technical
455507110,"24",September,"2021","11","58",238405817,Other,,,112560000105342927,Arabic,Technical
405654252,"28",April,"2021","21","55",663326546,Other,,,112112230005172440,Arabic,Technical
386756947,"10",March,"2021","00","58",503383529,Other,,,102112230001621399,Arabic,Technical
415785681,"31",May,"2021","20","10",501931634,Other,,,116232230001691677,Arabic,Technical
519285309,"07",April,"2022","22","04",238401808,Other,enabled,up,120630000081692805,Arabic,Technical
418721284,"10",June,"2021","15","21",35124586,Other,,,114812230004268299,Arabic,Technical
502472037,"19",February,"2022","18","09",133275290,Other,,,111022230007283176,Other,Technical
413640060,"24",May,"2021","22","27",402782818,Other,,,115660000044106747,Arabic,Technical
401835694,"16",April,"2021","23","49",226340453,Other,,,110922230000662955,Arabic,Technical
461914761,"13",October,"2021","18","21",482812650,XDSL,enabled,up,116180000094259844,Arabic,Technical
417633473,"06",June,"2021","23","25",133291454,Other,,,111082230007122531,Arabic,Technical
400865797,"05",January,"2021","13","12",34602901,Other,enabled,up,115360000110663015,Arabic,Sales
403710923,"22",April,"2021","16","16",244645096,Other,,,109930000029293250,Other,Technical
507299221,"06",March,"2022","17","45",236991094,XDSL,enabled,up,114690000037175703,Arabic,Technical
400275224,"11",April,"2021","21","29",35747888,Other,,,103272230000344418,Arabic,Technical
462522668,"15",October,"2021","19","43",472418127,XDSL,enabled,up,111802230003320787,Arabic,Technical
472271669,"16",November,"2021","23","19",220390231,Other,,,113732230005835637,Arabic,Technical
393031293,"28",March,"2021","18","41",228836353,Other,,,100570000095535632,Arabic,Technical
399890148,"10",April,"2021","18","04",553092610,Other,,,108410000020022382,Arabic,Technical
445137282,"18",August,"2021","14","54",235357371,Other,enabled,down,104142230008149382,Arabic,Technical
422967107,"16",June,"2021","12","15",653518031,Other,,,107660000068547326,Other,Technical
404109078,"23",April,"2021","22","19",35242512,Other,,,101860000032684884,Arabic,Technical
385960309,"07",March,"2021","17","56",227009202,Other,,,109610000016604598,Arabic,Technical
465329797,"25",October,"2021","12","37",403408921,Other,,,117070000073036485,Arabic,Technical
479431816,"11",December,"2021","16","08",232967189,Other,,,111962230008160826,Arabic,Technical
471144199,"13",November,"2021","10","57",503467083,XDSL,enabled,up,113192230005642410,Arabic,Technical
402412571,"09",January,"2021","20","03",962474121,Other,enabled,up,115122230006094011,Arabic,Technical
464332290,"21",October,"2021","21","07",452743962,Other,,,114780000068089024,Arabic,Technical
474713662,"25",November,"2021","09","16",934832131,XDSL,enabled,down,104870000045004815,Arabic,Technical
462258754,"14",October,"2021","21","22",233401114,Other,enabled,up,114330000049254872,Arabic,Technical
415522505,"30",May,"2021","22","39",504010290,Other,,,115970000024593476,Arabic,Technical
484324601,"26",December,"2021","12","58",35619034,XDSL,enabled,up,106230000023259368,Arabic,Sales
426061335,"20",June,"2021","06","08",232975062,XDSL,,,108872230007296330,Arabic,Technical
426880887,"21",June,"2021","16","05",554285189,XDSL,,,113082230006967754,Arabic,Technical
406258916,"20",January,"2021","20","44",34949242,Other,enabled,up,106560000029054281,Arabic,Technical
399404368,"08",April,"2021","23","48",402470896,XDSL,,,104180000015174038,Arabic,Technical
516660240,"31",March,"2022","08","57",226232788,Other,,,113860000028363388,Arabic,Technical
442612331,"09",August,"2021","16","04",224696017,XDSL,enabled,up,100090000046683749,Arabic,Technical
408819027,"30",January,"2021","13","24",243012308,XDSL,enabled,up,106502230003722984,Arabic,Technical
536445918,"29",May,"2022","20","59",226921140,XDSL,enabled,up,105280000040898975,Arabic,Technical
457017054,"28",September,"2021","14","21",683400708,Other,,,113222230006664609,Arabic,Technical
445469605,"19",August,"2021","19","05",232967189,XDSL,enabled,down,111962230008160826,Arabic,Technical
493877283,"25",January,"2022","10","17",222377350,Sales,enabled,up,109930000072186009,Arabic,Technical
391530213,"24",March,"2021","14","34",861979040,XDSL,,,107132230004318630,Arabic,Technical
218730318,"24","08","2023","22","28",248159181,Other,,,107360000045376468,Other,
447102618,"25",August,"2021","17","47",238401808,Other,enabled,up,120630000081692805,Arabic,Technical
454438000,"21",September,"2021","16","04",227417841,XDSL,enabled,up,104970000027716746,Arabic,Sales
487354336,"03",January,"2022","19","54",228648320,XDSL,enabled,down,102900000119956647,Arabic,Sales
464269501,"21",October,"2021","18","05",222750435,Other,enabled,up,114492230005771469,Arabic,Technical
479259064,"10",December,"2021","20","57",572120151,Other,enabled,up,104322230000717799,Arabic,Technical
385588649,"06",March,"2021","16","38",226340453,Other,,,110922230000662955,Arabic,Technical
119725806,"30","04","2023","11","39",242088321,Other,,,113980000054489558,Arabic,
405146984,"27",April,"2021","07","57",822138301,Other,,,116062130004656790,Arabic,Technical
424105082,"17",June,"2021","18","21",233700388,Technical,,,110912230002578923,Arabic,Technical
395282523,"02",April,"2021","18","01",248188106,Other,,,114000000090494908,Arabic,Technical
452813519,"15",September,"2021","21","48",233740866,XDSL,enabled,up,104662230005729238,Arabic,Sales
418440713,"09",June,"2021","17","13",403489034,XDSL,,,106190000044544230,Arabic,Technical
425608738,"19",June,"2021","18","03",228658981,Other,,,134650000103345793,Arabic,Technical
419105018,"11",June,"2021","14","28",503467083,Technical,,,113192230005642410,Arabic,Technical
508569431,"10",March,"2022","13","53",453332210,Other,enabled,up,112390000037114902,Arabic,Technical
511118606,"18",March,"2022","10","02",952408213,Other,enabled,up,115182230005522049,Arabic,Technical
484528195,"26",December,"2021","20","29",553591571,XDSL,enabled,up,113092230000831400,Arabic,Sales
534549159,"24",May,"2022","17","18",246100909,Other,enabled,down,112950000055672630,Arabic,Technical
400150962,"11",April,"2021","15","34",224347731,XDSL,,,108370000019669421,Arabic,Technical
398886290,"08",April,"2021","15","11",226220085,Other,,,114522230004898385,Arabic,Technical
441543076,"05",August,"2021","21","18",502638890,Other,enabled,up,114152230007640821,Arabic,Technical
459989382,"06",October,"2021","16","53",226220085,Other,,,114522230004898385,Arabic,Technical
402088682,"17",April,"2021","19","34",504878253,Other,,,112120000028740974,Arabic,Technical
409461756,"10",May,"2021","20","17",34946243,Other,,,110932230003885029,Arabic,Technical
484841827,"27",December,"2021","18","28",228648320,XDSL,enabled,down,102900000119956647,Arabic,Technical
507514679,"07",March,"2022","11","44",504782023,XDSL,enabled,up,118560000035841134,Arabic,Technical
21397515,"19","08","2022","16","37",228838674,Other,,,112040000059251386,Other,
457589128,"29",September,"2021","22","41",482484000,Other,disabled,down,112270000041118749,Arabic,Technical
431502944,"03",July,"2021","23","06",226327238,Other,enabled,up,114822230006113230,Arabic,Technical
415752100,"19",February,"2021","19","52",232967189,Other,enabled,up,111962230008160826,Arabic,Technical
386935943,"10",March,"2021","17","32",482445252,Technical,enabled,up,108050000019721468,Arabic,Technical
487698964,"04",January,"2022","21","45",683402137,Other,enabled,up,116610000020856891,Arabic,Technical
445631502,"20",August,"2021","10","17",224840866,Other,enabled,up,111682230000747823,Arabic,Technical
453215279,"17",September,"2021","13","31",223475970,XDSL,enabled,down,120720000048102843,Arabic,Technical
401046534,"14",April,"2021","15","44",227411588,Other,,,111530000042045012,Arabic,Technical
432185788,"05",July,"2021","22","12",504878253,Other,enabled,up,112120000028740974,Arabic,Technical
543188731,"17",June,"2022","16","52",237615908,Other,enabled,up,112352230003060594,Arabic,Technical
25142834,"02","10","2022","20","37",223506186,Other,,,111002230007225113,Arabic,
463031448,"17",October,"2021","15","25",452282188,XDSL,enabled,up,114452230005969197,Arabic,Technical
521294683,"14",April,"2022","15","23",33720710,Technical,enabled,up,111062230005636957,Arabic,Sales
385078241,"04",March,"2021","18","39",503383529,XDSL,,,102112230001621399,Arabic,Technical
538507908,"04",June,"2022","12","52",572248583,XDSL,enabled,down,121790000058830357,Arabic,Technical
494123905,"25",January,"2022","22","19",503511668,XDSL,enabled,down,114550000116872482,Arabic,Sales
387995061,"14",March,"2021","03","28",223342476,Other,,,115162230000865572,Arabic,Technical
524804040,"24",April,"2022","15","53",132505475,XDSL,enabled,up,115230000029377406,Arabic,Sales
490940540,"15",January,"2022","20","31",554342948,XDSL,enabled,up,101000000016454299,Arabic,Sales
543126619,"17",June,"2022","14","06",932012450,Other,,,115792230001932482,Other,Technical
400988496,"14",April,"2021","12","49",552531978,Sales,,,106340000041294116,Arabic,Sales
441066743,"04",August,"2021","12","12",228068104,Other,,,100990000021894047,Arabic,Technical
426804911,"21",June,"2021","14","41",227373026,Other,,,113322230000866141,Arabic,Technical
422922586,"16",June,"2021","11","07",224074038,XDSL,,,102500000017463356,Arabic,Technical
437986743,"25",July,"2021","12","12",238046100,Other,,,114592230002565508,Arabic,Technical
384569644,"03",March,"2021","12","31",224219907,Other,,,110972230001838672,Arabic,Technical
425472293,"19",June,"2021","15","23",483755728,XDSL,,,108750000023318628,Arabic,Technical
404068227,"14",January,"2021","16","27",572010822,Other,enabled,up,104660000016057200,Arabic,Technical
468691590,"04",November,"2021","22","25",683258388,XDSL,enabled,down,112002230007498764,Arabic,Technical
415644102,"19",February,"2021","14","31",862368536,Other,enabled,up,111050000026530502,Arabic,Technical
408389239,"28",January,"2021","21","54",220892417,Other,enabled,up,115232230003410143,Arabic,Technical
423444361,"16",June,"2021","21","05",472418127,XDSL,,,111802230003320787,Arabic,Technical
400893550,"05",January,"2021","14","15",683266517,Other,enabled,down,103770000033987194,Arabic,Technical
407168943,"24",January,"2021","09","04",482870839,Other,enabled,down,100140000030327945,Arabic,Technical
473824608,"22",November,"2021","11","14",237541080,XDSL,enabled,up,111390000049659227,Arabic,Sales
415926659,"01",June,"2021","10","08",464651607,Other,,,111472230003944871,Other,Technical
416277001,"21",February,"2021","13","19",35614709,XDSL,enabled,down,112832230002336378,Arabic,Technical
536471682,"29",May,"2022","21","47",220390231,Other,,,113732230005835637,Arabic,Technical
549161203,"30",June,"2022","16","53",453714423,XDSL,enabled,down,115252230004296339,Arabic,Technical
543639008,"18",June,"2022","19","58",223342154,XDSL,disabled,down,101062230003074336,Arabic,Sales
404431815,"15",January,"2021","16","16",226236863,Other,,,113142230003804091,Arabic,Technical
458106079,"01",October,"2021","12","54",227414566,XDSL,enabled,down,116122230008004996,Arabic,Technical
457485351,"29",September,"2021","18","34",643356065,Other,enabled,down,111922230002524069,Arabic,Technical
499595850,"10",February,"2022","20","23",233460324,XDSL,enabled,down,115290000115153111,Arabic,Technical
387281793,"11",March,"2021","16","40",224299099,Other,,,104530000117159928,Arabic,Technical
417813138,"25",February,"2021","17","56",554342948,Other,,,101000000016454299,Arabic,Technical
426963399,"21",June,"2021","17","36",242201321,Other,,,112422230006823183,Arabic,Technical
483737250,"24",December,"2021","17","43",402330903,Other,,,111200000023190543,Other,Technical
446699607,"24",August,"2021","11","05",452061153,Other,,,116112230005594475,Arabic,Technical
403113765,"20",April,"2021","21","07",227113561,Other,,,104202230003778317,Arabic,Technical
305195954,"09","07","2024","13","31",452944234,Other,,,130360000092855056,Arabic,
391430939,"24",March,"2021","10","32",224722832,XDSL,,,108040000031173940,Arabic,Technical
403624722,"22",April,"2021","11","49",483300776,Other,,,100060000120186318,Arabic,Technical
508712581,"10",March,"2022","19","46",227113561,Other,,,104202230003778317,Arabic,Technical
502743901,"20",February,"2022","15","33",473039169,Other,,,111710000030794444,Arabic,Technical
472268233,"16",November,"2021","23","02",224837643,Other,enabled,up,114692230000673467,Arabic,Technical
407801074,"26",January,"2021","13","43",226173652,Other,enabled,up,104810000021134869,Arabic,Technical
478736540,"08",December,"2021","22","16",237625975,XDSL,enabled,up,118850000047646837,Arabic,Technical
392029645,"25",March,"2021","18","33",225829551,XDSL,,,108120000040643258,Arabic,Technical
510026551,"14",March,"2022","21","39",402150161,Other,enabled,up,111552230006313320,Arabic,Technical
478290379,"07",December,"2021","16","30",233675009,Other,enabled,up,111452230001421831,Arabic,Technical
422450228,"15",June,"2021","19","05",224870014,Other,,,113822230000727674,Arabic,Technical
393860963,"30",March,"2021","14","29",552721754,Other,disabled,down,135170000121941579,Arabic,Technical
407864940,"26",January,"2021","18","36",403400517,Other,enabled,up,116202230004441482,Arabic,Technical
447821857,"28",August,"2021","14","24",226880997,Other,enabled,up,111782230003197618,Arabic,Technical
463231265,"18",October,"2021","09","22",226236863,Other,,,113142230003804091,Arabic,Technical
417083562,"23",February,"2021","17","04",227069152,Other,enabled,up,107480000030302865,Arabic,Technical
406085399,"30",April,"2021","03","37",238593809,XDSL,,,105200000018092193,Arabic,Sales
440682290,"03",August,"2021","02","20",236653678,XDSL,enabled,down,105250000032829069,Arabic,Technical
409914124,"12",May,"2021","02","16",225976883,Other,,,115922230006002184,Arabic,Technical
399587223,"01",January,"2021","20","26",221789179,XDSL,enabled,up,115630000110643454,Arabic,Technical
402361444,"09",January,"2021","17","53",35438119,Other,enabled,down,100122230007582632,Arabic,Technical
483827428,"24",December,"2021","21","30",404627049,Other,enabled,up,113362230006220833,Arabic,Technical
468150659,"03",November,"2021","09","16",552572485,Other,enabled,up,102320000118818238,Arabic,Technical
500081525,"12",February,"2022","14","39",504811261,Other,enabled,down,110500000018067506,Arabic,Technical
442955769,"10",August,"2021","18","14",473372484,XDSL,enabled,up,103090000020280372,Arabic,Technical
461434249,"11",October,"2021","22","25",226880997,Other,enabled,up,111782230003197618,Arabic,Technical
448927913,"01",September,"2021","13","59",225918361,XDSL,enabled,up,121480000103136241,Arabic,Technical
457501787,"29",September,"2021","19","14",663552011,Other,disabled,down,100480000019121635,Arabic,Technical
433917537,"11",July,"2021","01","15",236960007,Other,,,114332230003052616,Arabic,Technical
403690365,"13",January,"2021","15","36",225829551,Other,,,108120000040643258,Arabic,Technical
415923607,"20",February,"2021","12","44",504434917,Other,enabled,up,115792230007099830,Arabic,Technical
444869797,"17",August,"2021","14","49",236958845,Other,,,120360000060849875,Arabic,Technical
480492223,"15",December,"2021","10","47",237395137,Technical,,,113222230003699084,Arabic,Technical
271906023,"23","11","2023","18","20",220293959,Other,,,129500000092712850,Other,
329616581,"25","08","2024","20","00",483714064,Other,,,108730000089558434,Arabic,
407151693,"03",May,"2021","13","08",34772239,XDSL,,,116592230000201733,Arabic,Sales
457740001,"30",September,"2021","13","33",35303691,Other,,,110220000096294112,Arabic,Technical
459869594,"06",October,"2021","08","14",224840866,Other,enabled,up,111682230000747823,Arabic,Technical
430900467,"01",July,"2021","23","22",34194328,Other,enabled,up,111550000030492301,Arabic,Technical
451378617,"10",September,"2021","18","47",236653678,Other,enabled,up,105250000032829069,Arabic,Technical
400116313,"03",January,"2021","13","26",481984382,Other,,,104490000021491489,Arabic,Technical
523399076,"20",April,"2022","12","49",822172617,Other,,,114162230004824357,Arabic,Technical
400619970,"13",April,"2021","00","02",228627464,Other,,,115620000020753449,Arabic,Sales
438793653,"27",July,"2021","22","28",402143467,Other,,,101360000111649338,Arabic,Technical
501323441,"16",February,"2022","04","28",223489622,Other,,,112050000111649467,Arabic,Technical
385571523,"06",March,"2021","15","33",227228158,Other,,,116332230004909703,Arabic,Technical
404966985,"26",April,"2021","17","51",404599073,Other,,,115672230006575548,Arabic,Technical
467435677,"04","05","2025","02","22",227533398,Other,,,135940000113982128,Arabic,
414098104,"15",February,"2021","18","20",34193490,Technical,enabled,up,115790000090208453,Arabic,Technical
387046290,"10",March,"2021","22","07",224501004,Other,,,101030000072750229,Arabic,Technical
439219969,"29",July,"2021","13","28",224487151,Other,,,114220000045339362,Arabic,Technical
535614742,"27",May,"2022","17","46",224178812,XDSL,enabled,up,109460000048520468,Arabic,Technical
368867255,"09","11","2024","22","03",452613214,Other,,,106510000105677029,Arabic,
533631460,"21",May,"2022","22","28",554329284,XDSL,enabled,up,100422230006945370,Arabic,Technical
10301178,"27","07","2022","08","34",962883447,Other,,,105350000062710913,Other,
405903522,"29",April,"2021","17","36",452282188,Other,,,114452230005969197,Arabic,Technical
464292665,"21",October,"2021","19","11",452740290,Other,enabled,up,110530000023414970,Arabic,Technical
424936513,"18",June,"2021","20","32",683401412,Other,,,115472230007551995,Arabic,Technical
480285106,"14",December,"2021","14","57",225350325,XDSL,disabled,down,115292230006003281,Arabic,Sales
510403643,"15",March,"2022","23","36",133275290,Other,,,111022230007283176,Other,Technical
496214363,"01",February,"2022","10","22",34506350,Other,enabled,up,106680000055519079,Arabic,Technical
426057749,"20",June,"2021","05","04",221893685,XDSL,,,104180000029169203,Arabic,Technical
450051650,"05",September,"2021","17","19",224323610,XDSL,enabled,down,112312230005876331,Arabic,Technical
387103050,"11",March,"2021","00","00",224299099,Other,,,104530000117159928,Arabic,Technical
408226938,"28",January,"2021","13","28",502440092,XDSL,enabled,up,107862230007993251,Arabic,Technical
395252898,"02",April,"2021","16","33",226523259,Other,,,110530000036281526,Arabic,Technical
452065072,"13",September,"2021","12","26",34194328,XDSL,enabled,up,111550000030492301,Arabic,Technical
503856960,"23",February,"2022","22","36",35522498,Other,enabled,up,111192230004530769,Arabic,Technical
196833908,"02","10","2023","18","18",236875347,Other,,,113780000071326293,Arabic,
431708393,"04",July,"2021","17","00",237108671,Technical,,,111400000030559853,Arabic,Technical
414295864,"26",May,"2021","23","21",133211493,Other,,,126010000092962278,Arabic,Technical
439574009,"30",July,"2021","17","47",503835544,XDSL,,,100160000020281315,Arabic,Technical
514426050,"26",March,"2022","12","34",553822295,Other,,,114702230006409711,Arabic,Technical
513224114,"23",March,"2022","19","37",504214813,Other,,,112002230005016708,Arabic,Technical
320183210,"10","02","2024","15","08",223710036,Other,,,120290000049319796,Other,
434176557,"11",July,"2021","22","09",237625438,Other,,,114260000119782620,Arabic,Technical
105778845,"28","01","2023","19","54",882132251,Other,,,111122230006450399,Other,
421802037,"14",June,"2021","22","13",452843184,XDSL,,,111402230007063988,Arabic,Technical
520682237,"12",April,"2022","15","16",227085354,Other,,,110580000034670161,Arabic,Technical
395282525,"02",April,"2021","18","01",248188106,Other,,,114000000090494908,Arabic,Technical
424627892,"18",June,"2021","13","52",242196463,XDSL,,,116162230006218523,Arabic,Technical
37514399,"22","09","2022","07","54",221752245,Other,,,115290000103540684,Other,
400463789,"04",January,"2021","10","37",238046100,Other,enabled,down,114592230002565508,Arabic,Technical
447809581,"28",August,"2021","13","38",222747285,Other,,,111292230001587752,Arabic,Technical
423634960,"17",June,"2021","01","00",236956530,XDSL,,,105580000021952994,Arabic,Technical
409371685,"01",February,"2021","00","08",245910471,Other,enabled,down,111832230006235921,Arabic,Technical
137847607,"09","06","2023","22","12",133249248,Other,,,114960000065494261,Arabic,
255625139,"29","10","2023","10","14",841948285,Other,,,137170000109965034,Other,
399878930,"10",April,"2021","17","28",572120151,Other,,,104322230000717799,Arabic,Technical
414052870,"26",May,"2021","11","41",235347858,Other,,,135800000120752860,Arabic,Technical
336603940,"06","09","2024","07","11",133210485,Other,,,111500000030405028,Arabic,
395241579,"02",April,"2021","15","52",473215603,XDSL,,,100820000032409986,Arabic,Technical
432245523,"06",July,"2021","00","55",504811261,Other,enabled,up,110500000018067506,Arabic,Technical
451424520,"10",September,"2021","21","53",237179660,Other,enabled,up,116322230007334484,Arabic,Technical
471259817,"13",November,"2021","17","51",242356582,XDSL,enabled,up,113602230006444100,Arabic,Technical
415333286,"18",February,"2021","15","23",452330506,Other,enabled,down,108410000086956187,Arabic,Technical
483193036,"23",December,"2021","03","57",404650358,XDSL,enabled,down,102380000121476971,Arabic,Technical
406269358,"20",January,"2021","21","11",482643817,XDSL,enabled,up,113070000054771995,Arabic,Technical
194143293,"26","09","2023","22","27",552081819,Other,,,108420000026767176,Arabic,
449159523,"02",September,"2021","10","44",34713603,Other,enabled,up,111772230000086894,Arabic,Technical
132728259,"23","03","2023","20","40",237700733,Other,,,107200000033552143,Other,
529700586,"10",May,"2022","13","02",237158577,Other,,,101590000017559994,Arabic,Technical
468244787,"03",November,"2021","15","33",35407144,Other,enabled,up,120580000106423488,Arabic,Technical
444587573,"16",August,"2021","15","18",226125310,Other,enabled,up,111992230006723994,Arabic,Technical
473758376,"21",November,"2021","23","02",224073229,Other,enabled,up,112842230000269673,Arabic,Technical
403589909,"22",April,"2021","05","20",227069152,Other,,,107480000030302865,Arabic,Technical
469167641,"06",November,"2021","17","27",553554366,Other,enabled,up,111542230001663185,Arabic,Technical
425610490,"19",June,"2021","18","00",228658981,Other,,,134650000103345793,Arabic,Technical
482722609,"21",December,"2021","21","05",972139985,XDSL,enabled,up,115400000042539649,Arabic,Technical
408183771,"06",May,"2021","19","42",227222513,Other,,,108330000024580347,Arabic,Technical
504815441,"26",February,"2022","19","38",553382625,XDSL,enabled,up,103430000020523554,Arabic,Sales
503386657,"22",February,"2022","15","55",236656992,Other,,,103350000037101477,Arabic,Technical
437037560,"21",July,"2021","14","51",226134453,Other,enabled,up,112992230001886509,Arabic,Technical
499932652,"11",February,"2022","22","42",404552619,XDSL,enabled,up,105790000045184828,Arabic,Sales
466809969,"30",October,"2021","11","58",35747888,Other,,,103272230000344418,Arabic,Technical
521513415,"15",April,"2022","03","18",233672817,Other,disabled,down,110650000033215296,Arabic,Technical
233742029,"21","09","2023","14","15",932317266,Other,,,106050000037106102,Other,
400880664,"13",April,"2021","23","27",235336424,Other,,,113820000030648133,Arabic,Technical
391287112,"23",March,"2021","20","47",224432809,Other,,,111372230000978610,Arabic,Technical
408262746,"06",May,"2021","22","49",404650358,Other,,,102380000121476971,Arabic,Technical
403591604,"22",April,"2021","06","11",226947541,Other,,,115600000043000688,Arabic,Technical
402100506,"17",April,"2021","20","01",238593809,XDSL,,,105200000018092193,Arabic,Technical
468468367,"04",November,"2021","09","56",554284575,XDSL,enabled,down,107230000041989173,Arabic,Technical
384703906,"03",March,"2021","18","07",35424317,Other,,,115180000069514134,Arabic,Technical
439187280,"29",July,"2021","11","26",504782023,XDSL,enabled,up,118560000035841134,Arabic,Technical
496425024,"01",February,"2022","20","26",226456862,Other,,,115530000022771253,Arabic,Technical
451176329,"09",September,"2021","20","58",504660183,XDSL,enabled,up,102960000048056324,Arabic,Technical
412525318,"21",May,"2021","02","32",233675009,Other,,,111452230001421831,Arabic,Technical
409030588,"09",May,"2021","13","59",504214813,Other,,,112002230005016708,Arabic,Technical
370993083,"16","05","2024","01","26",663639758,Other,,,103730000072782062,Other,
415143251,"17",February,"2021","23","15",882043952,XDSL,enabled,up,113880000020714540,Arabic,Technical
538721027,"04",June,"2022","22","57",473345202,XDSL,enabled,up,112872230002773592,Arabic,Sales
501232535,"15",February,"2022","21","56",227080244,Other,enabled,up,116242230007845729,Arabic,Technical
463345726,"18",October,"2021","16","49",34147616,Other,enabled,up,111132230001796519,Arabic,Technical
471164177,"13",November,"2021","12","20",225976883,Other,enabled,up,115922230006002184,Arabic,Technical
392671787,"27",March,"2021","19","15",472396849,Other,,,108930000027498666,Arabic,Technical
